YEAR,COUNTY,ST_TOTAL,ST_LE_TOTAL,ST_LE_SWORN,ST_LE_NONSWORN,ST_OTH_FUNDED_TOTAL,ST_OTH_FUNDED_SWORN,ST_OTH_FUNDED_NONSWORN,CNTY_TOTAL,CNTY_LE_TOTAL,CNTY_LE_SWORN,CNTY_LE_NONSWORN,CNTY_OTH_FUNDED_TOTAL,CNTY_OTH_FUNDED_SWORN,CNTY_OTH_FUNDED_NONSWORN,SO_FUNDED_TOTAL,SO_FUNDED_SWORN,SO_FUNDED_NONSWORN,PD_FUNDED_TOTAL,PD_FUNDED_SWORN,PD_FUNDED_NONSWORN,CHP_FUNDED_TOTAL,CHP_FUNDED_SWORN,CHP_FUNDED_NONSWORN,Prosecution,DA_Attorneys,DA_Investigators,DA_Clerical,DA_Other,PublicDefense,PD_Attorneys,PD_Investigators,PD_Clerical,PD_Other,ProbationDept,ProbationOfficers,PROB_Other
2008,Mendocino County,414,252,186,66, , , ,414,252,186,66, , , ,172,130,42,80,56,24, , , ,51,16,7,20,8,27,17,4,3,3,84,40,44
2008,Merced County,843,577,428,149,18,10,8,843,577,428,149,18,10,8,257,201,56,302,217,85, , , ,82,29,17,26,10,21,16,0,5,0,163,68,95
2008,Modoc County,50,36,29,7, , , ,50,36,29,7, , , ,29,23,6,7,6,1, , , ,8,2,1,2,3, , , , , ,6,4,2
2008,Mono County,87,70,49,21, , , ,87,70,49,21, , , ,44,27,17,26,22,4, , , ,9,4,2,3,0, , , , , ,8,6,2
2008,Monterey County,1509,1027,764,263,22,20,2,1509,1027,764,263,22,20,2,430,314,116,575,430,145, , , ,128,51,32,33,12,48,27,7,12,2,306,221,85
2008,Napa County,553,382,292,90,107,97,10,553,382,292,90,107,97,10,129,98,31,146,97,49, , , ,48,22,8,14,4,23,14,3,5,1,100,46,54
2008,Nevada County,365,265,134,131, , , ,365,265,134,131, , , ,185,69,116,80,65,15, , , ,27,12,2,12,1,13,9,0,4,0,60,20,40
2008,Orange County,10669,7904,4650,3254,68,50,18,10669,7904,4650,3254,68,50,18,3645,1854,1791,4191,2746,1445, , , ,796,277,204,135,180,419,219,79,62,59,1550,416,1134
2008,Placer County,1050,799,471,328, , , ,1050,799,471,328, , , ,434,231,203,365,240,125, , , ,108,42,11,50,5, , , , , ,143,109,34
2008,Plumas County,87,68,34,34, , , ,87,68,34,34, , , ,68,34,34, , , , , , ,10,3,3,3,1, , , , , ,9,5,4
2008,Riverside County,7792,5799,3314,2485,70,49,21,7792,5799,3314,2485,70,49,21,4109,2166,1943,1620,1099,521, , , ,805,255,138,271,141,316,164,45,53,54,872,294,578
2008,Sacramento County,17028,15487,10467,5020,842,764,78,5576,4035,2605,1430,67,47,20,2402,1510,892,1566,1048,518,10677,7145,3532,484,183,53,105,143,178,106,23,26,23,879,718,161
2008,San Benito County,134,103,89,14, , , ,134,103,89,14, , , ,69,59,10,34,30,4, , , ,12,6,1,4,1, , , , , ,19,14,5
2008,San Bernardino County,7666,5550,3167,2383,244,103,141,7666,5550,3167,2383,244,103,141,3399,1764,1635,1907,1300,607, , , ,551,240,60,165,86,258,134,40,70,14,1307,372,935
2008,San Diego County,11313,8545,5579,2966,323,222,101,11313,8545,5579,2966,323,222,101,3953,2328,1625,4269,3029,1240, , , ,982,321,176,255,230,332,205,46,65,16,1454,1112,342
2008,San Francisco County,4619,4020,3351,669,181,77,104,4619,4020,3351,669,181,77,104,1066,883,183,2773,2391,382, , , ,259,127,37,13,82,159,91,19,36,13,181,159,22
2008,San Joaquin County,2616,1954,1064,890,24,18,6,2616,1954,1064,890,24,18,6,869,354,515,1061,692,369, , , ,233,96,52,57,28,100,59,18,20,3,329,140,189
2008,San Luis Obispo County,1099,850,509,341,173,140,33,1099,850,509,341,173,140,33,382,157,225,295,212,83, , , ,92,34,15,20,23, , , , , ,157,105,52
2008,San Mateo County,2290,1731,1267,464, , , ,2290,1731,1267,464, , , ,601,435,166,1130,832,298, , , ,129,55,12,38,24, , , , , ,430,205,225
2008,Santa Barbara County,1760,1155,824,331,52,36,16,1760,1155,824,331,52,36,16,654,479,175,449,309,140, , , ,142,51,23,42,26,70,35,12,17,6,393,269,124
2008,Santa Clara County,5338,3780,2815,965,96,52,44,5338,3780,2815,965,96,52,44,683,522,161,3001,2241,760, , , ,493,170,87,131,105,202,108,27,35,32,863,304,559
2008,Santa Cruz County,879,656,359,297,47,21,26,879,656,359,297,47,21,26,341,138,203,268,200,68, , , ,91,35,13,26,17, , , , , ,132,98,34
2008,Shasta County,649,441,299,142, , , ,649,441,299,142, , , ,240,163,77,201,136,65, , , ,79,24,19,16,20, , , , , ,129,54,75
2008,Sierra County,22,15,11,4, , , ,22,15,11,4, , , ,15,11,4, , , , , , ,2,1,0,1,0, , , , , ,5,4,1
2008,Siskiyou County,259,182,133,49, , , ,259,182,133,49, , , ,121,91,30,61,42,19, , , ,28,8,5,7,8,8,5,0,3,0,41,16,25
2008,Solano County,1638,1120,566,554,6,4,2,1638,1120,566,554,6,4,2,477,115,362,637,447,190, , , ,144,65,18,51,10,84,53,9,21,1,290,225,65
2008,Sonoma County,1764,1304,919,385,41,24,17,1764,1304,919,385,41,24,17,706,507,199,557,388,169, , , ,130,53,18,33,26,52,31,9,11,1,278,99,179
2008,Stanislaus County,1733,1290,910,380,22,11,11,1733,1290,910,380,22,11,11,661,470,191,607,429,178, , , ,136,50,18,37,31,47,30,4,12,1,260,208,52
2008,Sutter County,305,238,170,68, , , ,305,238,170,68, , , ,134,102,32,104,68,36, , , ,27,11,9,6,1, , , , , ,40,33,7
2008,Tehama County,272,180,123,57, , , ,272,180,123,57, , , ,117,85,32,63,38,25, , , ,25,7,7,8,3, , , , , ,67,54,13
2008,Trinity County,70,36,17,19, , , ,70,36,17,19, , , ,36,17,19, , , , , , ,10,4,2,2,2, , , , , ,24,9,15
2008,Tulare County,1827,1191,866,325,6,5,1,1827,1191,866,325,6,5,1,686,499,187,499,362,137, , , ,213,72,65,51,25,83,43,11,14,15,340,130,210
2008,Tuolumne County,209,149,79,70, , , ,209,149,79,70, , , ,131,65,66,18,14,4, , , ,24,8,4,7,5,7,4,1,2,0,29,15,14
2008,Ventura County,2841,2069,1309,760,43,28,15,2841,2069,1309,760,43,28,15,1223,723,500,803,558,245, , , ,244,87,55,50,52,87,54,12,13,8,441,341,100
2008,Yolo County,923,639,334,305,77,43,34,923,639,334,305,77,43,34,256,84,172,306,207,99, , , ,102,36,34,18,14,35,24,4,7,0,147,44,103
2008,Yuba County,344,216,163,53, , , ,344,216,163,53, , , ,177,136,41,39,27,12, , , ,19,12,3,3,1, , , , , ,109,39,70
2009,Alameda County,5575,4599,3031,1568,214,133,81,5575,4599,3031,1568,214,133,81,1659,999,660,2726,1899,827, , , ,350,154,62,97,37, , , , , ,626,224,402
2009,Alpine County,19,14,11,3, , , ,19,14,11,3, , , ,14,11,3, , , , , , ,3,1,0,2,0, , , , , ,2,1,1
2009,Amador County,158,118,72,46, , , ,158,118,72,46, , , ,91,48,43,27,24,3, , , ,25,8,9,7,1, , , , , ,15,11,4
2009,Butte County,755,525,277,248,24,16,8,755,525,277,248,24,16,8,256,101,155,245,160,85, , , ,90,29,29,23,9, , , , , ,140,55,85
2009,Calaveras County,148,116,67,49, , , ,148,116,67,49, , , ,106,58,48,10,9,1, , , ,16,7,3,5,1, , , , , ,16,12,4
2009,Colusa County,112,86,51,35, , , ,112,86,51,35, , , ,64,32,32,22,19,3, , , ,9,2,2,3,2, , , , , ,17,10,7
2009,Contra Costa County,3207,2602,1831,771,296,208,88,2947,2342,1647,695,36,24,12,956,640,316,1350,983,367, , , ,156,86,22,39,9,109,69,10,19,11,340,155,185
2009,Del Norte County,121,77,43,34, , , ,121,77,43,34, , , ,63,30,33,14,13,1, , , ,10,4,2,3,1, , , , , ,34,10,24
2009,El Dorado County,688,467,241,226, , , ,688,467,241,226, , , ,379,184,195,88,57,31, , , ,69,24,17,25,3,31,26,1,4,0,121,94,27
2009,Fresno County,3853,2951,2215,736,280,255,25,3853,2951,2215,736,280,255,25,1044,831,213,1627,1129,498, , , ,252,115,50,72,15,104,69,9,18,8,546,414,132
2009,Glenn County,115,84,44,40, , , ,115,84,44,40, , , ,61,25,36,23,19,4, , , ,9,3,2,4,0, , , , , ,22,10,12
2009,Humboldt County,598,400,294,106,21,13,8,598,400,294,106,21,13,8,231,181,50,148,100,48, , , ,55,17,9,20,9,30,17,4,9,0,113,79,34
2009,Imperial County,680,502,345,157, , , ,680,502,345,157, , , ,270,182,88,232,163,69, , , ,54,21,10,20,3,24,14,4,6,0,100,54,46
2009,Inyo County,128,76,51,25, , , ,128,76,51,25, , , ,57,38,19,19,13,6, , , ,14,4,3,5,2, , , , , ,38,13,25
2009,Kern County,2724,1879,1377,502,15,11,4,2724,1879,1377,502,15,11,4,1140,856,284,724,510,214, , , ,192,85,50,45,12,92,59,13,18,2,561,277,284
2009,Kings County,531,363,183,180, , , ,531,363,183,180, , , ,221,80,141,142,103,39, , , ,48,18,12,15,3, , , , , ,120,50,70
2009,Lake County,283,203,94,109, , , ,283,203,94,109, , , ,158,59,99,45,35,10, , , ,36,17,8,10,1, , , , , ,44,32,12
2009,Lassen County,160,110,86,24, , , ,160,110,86,24, , , ,95,73,22,15,13,2, , , ,11,4,1,4,2,5,3,0,2,0,34,14,20
2009,Los Angeles County,47351,37302,24606,12696,316,201,115,47351,37302,24606,12696,316,201,115,16589,9567,7022,20397,14838,5559, , , ,2187,1051,297,532,307,1129,768,82,160,119,6733,4389,2344
2009,Madera County,375,215,152,63, , , ,375,215,152,63, , , ,110,74,36,105,78,27, , , ,35,16,9,8,2, , , , , ,125,55,70
2009,Marin County,875,658,465,193,7,6,1,875,658,465,193,7,6,1,312,202,110,339,257,82, , , ,82,34,7,32,9,43,26,4,10,3,92,42,50
2009,Mariposa County,96,70,56,14, , , ,96,70,56,14, , , ,70,56,14, , , , , , ,10,4,1,4,1, , , , , ,16,12,4
2009,Mendocino County,407,251,185,66, , , ,407,251,185,66, , , ,168,128,40,83,57,26, , , ,53,18,7,18,10,26,16,4,3,3,77,36,41
2009,Merced County,822,555,414,141,19,10,9,822,555,414,141,19,10,9,252,198,54,284,206,78, , , ,83,29,17,25,12,21,16,0,5,0,163,68,95
2009,Modoc County,43,32,28,4, , , ,43,32,28,4, , , ,25,22,3,7,6,1, , , ,6,2,1,1,2, , , , , ,5,4,1
2009,Mono County,89,72,46,26, , , ,89,72,46,26, , , ,49,26,23,23,20,3, , , ,9,4,2,3,0, , , , , ,8,6,2
2009,Monterey County,1488,998,745,253,23,21,2,1488,998,745,253,23,21,2,431,311,120,544,413,131, , , ,128,46,24,44,14,58,36,7,13,2,304,221,83
2009,Napa County,546,366,281,85,94,91,3,546,366,281,85,94,91,3,127,96,31,145,94,51, , , ,48,21,8,17,2,23,14,3,5,1,109,52,57
2009,Nevada County,360,260,132,128, , , ,360,260,132,128, , , ,187,72,115,73,60,13, , , ,23,10,2,10,1,13,9,0,4,0,64,22,42
2009,Orange County,10392,7789,4548,3241,67,52,15,10392,7789,4548,3241,67,52,15,3604,1807,1797,4118,2689,1429, , , ,717,271,135,170,141,403,212,75,58,58,1483,418,1065
2009,Placer County,1036,785,461,324, , , ,1036,785,461,324, , , ,433,233,200,352,228,124, , , ,108,42,11,50,5, , , , , ,143,119,24
2009,Plumas County,86,65,33,32, , , ,86,65,33,32, , , ,65,33,32, , , , , , ,11,3,3,3,2, , , , , ,10,6,4
2009,Riverside County,7486,5486,3158,2328,65,45,20,7486,5486,3158,2328,65,45,20,3857,2049,1808,1564,1064,500, , , ,822,267,135,275,145,327,162,53,55,57,851,309,542
2009,Sacramento County,16927,15489,10553,4936,828,760,68,4980,3542,2307,1235,63,46,17,1973,1229,744,1506,1032,474,11182,7532,3650,437,179,40,88,130,156,106,25,19,6,845,679,166
2009,San Benito County,134,101,82,19, , , ,134,101,82,19, , , ,64,55,9,37,27,10, , , ,13,6,3,3,1, , , , , ,20,15,5
2009,San Bernardino County,7538,5489,3151,2338,246,106,140,7538,5489,3151,2338,246,106,140,3389,1790,1599,1854,1255,599, , , ,524,233,57,148,86,260,130,38,62,30,1265,385,880
2009,San Diego County,10951,8178,5388,2790,314,214,100,10951,8178,5388,2790,314,214,100,3757,2261,1496,4107,2913,1194, , , ,995,331,174,253,237,324,202,45,60,17,1454,1112,342
2009,San Francisco County,4899,4140,3373,767,185,81,104,4899,4140,3373,767,185,81,104,1102,925,177,2853,2367,486, , , ,252,130,34,12,76,150,87,18,32,13,357,167,190
2009,San Joaquin County,2436,1798,988,810,26,19,7,2436,1798,988,810,26,19,7,782,320,462,990,649,341, , , ,232,96,50,61,25,97,58,16,19,4,309,136,173
2009,San Luis Obispo County,1081,835,498,337,177,142,35,1081,835,498,337,177,142,35,372,153,219,286,203,83, , , ,90,33,14,24,19, , , , , ,156,106,50
2009,San Mateo County,2248,1701,1123,578, , , ,2248,1701,1123,578, , , ,585,304,281,1116,819,297, , , ,129,57,12,39,21, , , , , ,418,182,236
2009,Santa Barbara County,1695,1118,794,324,50,34,16,1695,1118,794,324,50,34,16,634,457,177,434,303,131, , , ,142,50,23,41,28,67,33,9,20,5,368,242,126
2009,Santa Clara County,5289,3731,2757,974,95,52,43,5289,3731,2757,974,95,52,43,672,504,168,2964,2201,763, , , ,469,170,81,120,98,200,108,27,31,34,889,299,590
2009,Santa Cruz County,856,638,361,277,44,18,26,856,638,361,277,44,18,26,337,145,192,257,198,59, , , ,93,32,13,25,23, , , , , ,125,94,31
2009,Shasta County,593,396,271,125, , , ,593,396,271,125, , , ,219,142,77,177,129,48, , , ,68,23,14,17,14, , , , , ,129,54,75
2009,Sierra County,22,14,10,4, , , ,22,14,10,4, , , ,14,10,4, , , , , , ,3,1,0,1,1, , , , , ,5,4,1
2009,Siskiyou County,239,169,126,43, , , ,239,169,126,43, , , ,107,82,25,62,44,18, , , ,24,8,4,7,5,7,4,0,3,0,39,15,24
2009,Solano County,1546,1079,550,529,6,4,2,1546,1079,550,529,6,4,2,450,112,338,623,434,189, , , ,126,53,24,38,11,83,51,9,22,1,258,204,54
2009,Sonoma County,1690,1253,879,374,42,23,19,1690,1253,879,374,42,23,19,698,490,208,513,366,147, , , ,112,53,17,34,8,54,32,9,12,1,271,114,157
2009,Stanislaus County,1652,1222,868,354,21,11,10,1652,1222,868,354,21,11,10,621,445,176,580,412,168, , , ,130,47,17,37,29,45,29,3,12,1,255,205,50
2009,Sutter County,299,225,172,53, , , ,299,225,172,53, , , ,133,107,26,92,65,27, , , ,32,11,10,9,2, , , , , ,42,35,7
2009,Tehama County,244,173,116,57, , , ,244,173,116,57, , , ,114,79,35,59,37,22, , , ,25,8,7,7,3, , , , , ,46,36,10
2009,Trinity County,60,32,16,16, , , ,60,32,16,16, , , ,32,16,16, , , , , , ,7,3,1,2,1, , , , , ,21,8,13
2009,Tulare County,1801,1171,854,317,5,4,1,1801,1171,854,317,5,4,1,669,485,184,497,365,132, , , ,196,69,38,45,44,83,43,11,14,15,351,128,223
2009,Tuolumne County,199,143,76,67, , , ,199,143,76,67, , , ,126,63,63,17,13,4, , , ,20,7,3,6,4,7,4,1,2,0,29,17,12
2009,Ventura County,2785,2029,1298,731,41,28,13,2785,2029,1298,731,41,28,13,1193,731,462,795,539,256, , , ,245,90,53,51,51,87,54,12,13,8,424,333,91
2009,Yolo County,864,627,338,289,78,46,32,864,627,338,289,78,46,32,248,84,164,301,208,93, , , ,94,35,28,18,13,33,22,4,7,0,110,42,68
2009,Yuba County,349,215,164,51, , , ,349,215,164,51, , , ,177,137,40,38,27,11, , , ,20,12,3,4,1, , , , , ,114,35,79
2010,Alameda County,5510,4425,2887,1538,214,136,78,5510,4425,2887,1538,214,136,78,1635,986,649,2576,1765,811, , , ,343,150,57,102,34,161,100,17,44,0,581,195,386
2010,Alpine County,22,18,15,3, , , ,22,18,15,3, , , ,18,15,3, , , , , , ,3,1,0,2,0, , , , , ,1,1,0
2010,Amador County,150,111,66,45, , , ,150,111,66,45, , , ,89,46,43,22,20,2, , , ,24,8,7,8,1, , , , , ,15,11,4
2010,Butte County,744,521,276,245,24,16,8,744,521,276,245,24,16,8,258,101,157,239,159,80, , , ,84,27,19,24,14, , , , , ,139,57,82
2010,Calaveras County,128,102,58,44, , , ,128,102,58,44, , , ,95,52,43,7,6,1, , , ,14,6,2,5,1, , , , , ,12,10,2
2010,Colusa County,119,92,55,37, , , ,119,92,55,37, , , ,69,36,33,23,19,4, , , ,10,3,2,3,2, , , , , ,17,10,7
2010,Contra Costa County,3153,2579,1825,754,299,213,86,2887,2313,1635,678,33,23,10,952,637,315,1328,975,353, , , ,156,86,22,39,9,102,63,11,15,13,316,120,196
2010,Del Norte County,129,78,44,34, , , ,129,78,44,34, , , ,63,30,33,15,14,1, , , ,10,4,3,3,0, , , , , ,41,9,32
2010,El Dorado County,612,431,230,201, , , ,612,431,230,201, , , ,346,173,173,85,57,28, , , ,50,21,12,14,3,18,13,1,4,0,113,89,24
2010,Fresno County,3448,2597,2051,546,282,258,24,3448,2597,2051,546,282,258,24,891,693,198,1424,1100,324, , , ,216,95,44,67,10,90,56,9,17,8,545,410,135
2010,Glenn County,118,91,46,45, , , ,118,91,46,45, , , ,68,26,42,23,20,3, , , ,4,2,0,2,0, , , , , ,23,9,14
2010,Humboldt County,564,398,293,105,20,12,8,564,398,293,105,20,12,8,227,177,50,151,104,47, , , ,52,15,7,20,10,28,17,3,8,0,86,40,46
2010,Imperial County,658,485,335,150, , , ,658,485,335,150, , , ,271,180,91,214,155,59, , , ,59,21,12,20,6,24,14,4,6,0,90,50,40
2010,Inyo County,117,71,46,25, , , ,117,71,46,25, , , ,53,34,19,18,12,6, , , ,14,4,3,5,2, , , , , ,32,10,22
2010,Kern County,2644,1849,1364,485,15,11,4,2644,1849,1364,485,15,11,4,1091,822,269,743,531,212, , , ,186,85,43,51,7,84,53,11,18,2,525,243,282
2010,Kings County,520,353,173,180, , , ,520,353,173,180, , , ,214,76,138,139,97,42, , , ,48,18,12,15,3, , , , , ,119,93,26
2010,Lake County,279,193,87,106, , , ,279,193,87,106, , , ,153,58,95,40,29,11, , , ,35,16,8,10,1, , , , , ,51,39,12
2010,Lassen County,161,112,88,24, , , ,161,112,88,24, , , ,94,72,22,18,16,2, , , ,11,4,1,4,2,5,3,0,2,0,33,13,20
2010,Los Angeles County,46034,36940,24176,12764,315,191,124,46034,36940,24176,12764,315,191,124,16990,9501,7489,19635,14484,5151, , , ,2134,1014,286,509,325,1110,750,79,167,114,5850,3718,2132
2010,Madera County,335,204,147,57, , , ,335,204,147,57, , , ,104,71,33,100,76,24, , , ,32,15,7,9,1, , , , , ,99,39,60
2010,Marin County,844,625,449,176,7,6,1,844,625,449,176,7,6,1,296,193,103,322,250,72, , , ,85,35,8,29,13,40,24,4,9,3,94,55,39
2010,Mariposa County,95,69,56,13, , , ,95,69,56,13, , , ,69,56,13, , , , , , ,10,4,1,4,1, , , , , ,16,10,6
2010,Mendocino County,384,236,173,63, , , ,384,236,173,63, , , ,156,118,38,80,55,25, , , ,52,18,6,18,10,26,16,3,4,3,70,31,39
2010,Merced County,804,550,325,225,19,10,9,804,550,325,225,19,10,9,250,113,137,281,202,79, , , ,78,28,17,20,13,20,15,0,5,0,156,62,94
2010,Modoc County,45,34,25,9, , , ,45,34,25,9, , , ,26,18,8,8,7,1, , , ,6,2,1,1,2, , , , , ,5,4,1
2010,Mono County,89,72,46,26, , , ,89,72,46,26, , , ,51,28,23,21,18,3, , , ,9,4,2,3,0, , , , , ,8,6,2
2010,Monterey County,1407,944,719,225,21,19,2,1407,944,719,225,21,19,2,412,307,105,511,393,118, , , ,128,46,24,44,14,55,36,7,9,3,280,209,71
2010,Napa County,546,366,284,82,100,97,3,546,366,284,82,100,97,3,129,99,30,137,88,49, , , ,52,22,10,14,6,21,14,1,5,1,107,51,56
2010,Nevada County,356,259,133,126, , , ,356,259,133,126, , , ,185,72,113,74,61,13, , , ,23,11,2,9,1,12,8,0,4,0,62,22,40
2010,Orange County,9886,7516,4748,2768,75,54,21,9886,7516,4748,2768,75,54,21,3511,2074,1437,3930,2620,1310, , , ,696,253,165,129,149,382,197,71,57,57,1292,407,885
2010,Placer County,973,725,437,288, , , ,973,725,437,288, , , ,403,214,189,322,223,99, , , ,105,41,11,48,5, , , , , ,143,119,24
2010,Plumas County,85,63,31,32, , , ,85,63,31,32, , , ,63,31,32, , , , , , ,11,3,3,3,2, , , , , ,11,7,4
2010,Riverside County,7214,5347,3164,2183,66,46,20,7214,5347,3164,2183,66,46,20,3805,2086,1719,1476,1032,444, , , ,786,262,123,262,139,288,142,45,49,52,793,281,512
2010,Sacramento County,16655,15394,10663,4731,901,801,100,4725,3464,2249,1215,72,47,25,1897,1186,711,1495,1016,479,11101,7660,3441,394,167,38,73,116,153,104,24,19,6,714,564,150
2010,San Benito County,134,101,83,18, , , ,134,101,83,18, , , ,68,58,10,33,25,8, , , ,13,6,2,4,1, , , , , ,20,15,5
2010,San Bernardino County,7387,5387,3114,2273,243,104,139,7387,5387,3114,2273,243,104,139,3310,1767,1543,1834,1243,591, , , ,503,224,54,143,82,236,122,38,51,25,1261,383,878
2010,San Diego County,10488,7930,5295,2635,302,208,94,10488,7930,5295,2635,302,208,94,3675,2201,1474,3953,2886,1067, , , ,952,312,169,240,231,385,238,52,67,28,1221,966,255
2010,San Francisco County,4600,3872,3228,644,178,82,96,4600,3872,3228,644,178,82,96,1065,896,169,2629,2250,379, , , ,255,132,35,11,77,157,89,18,25,25,316,138,178
2010,San Joaquin County,2210,1625,902,723,24,19,5,2210,1625,902,723,24,19,5,699,292,407,902,591,311, , , ,214,82,46,57,29,71,39,13,17,2,300,129,171
2010,San Luis Obispo County,1030,800,477,323,165,133,32,1030,800,477,323,165,133,32,358,147,211,277,197,80, , , ,90,33,14,24,19, , , , , ,140,98,42
2010,San Mateo County,2204,1663,1104,559, , , ,2204,1663,1104,559, , , ,603,320,283,1060,784,276, , , ,125,56,12,37,20, , , , , ,416,171,245
2010,Santa Barbara County,1625,1077,767,310,51,34,17,1625,1077,767,310,51,34,17,605,436,169,421,297,124, , , ,133,48,21,45,19,68,36,10,17,5,347,237,110
2010,Santa Clara County,5205,3619,2665,954,105,49,56,5205,3619,2665,954,105,49,56,690,537,153,2824,2079,745, , , ,498,172,89,125,112,225,118,29,42,36,863,292,571
2010,Santa Cruz County,808,605,343,262,44,19,25,808,605,343,262,44,19,25,313,131,182,248,193,55, , , ,92,32,13,27,20, , , , , ,111,87,24
2010,Shasta County,565,401,285,116,27,23,4,565,401,285,116,27,23,4,210,141,69,164,121,43, , , ,72,25,14,20,13, , , , , ,92,44,48
2010,Sierra County,20,15,10,5, , , ,20,15,10,5, , , ,15,10,5, , , , , , ,2,1,0,1,0, , , , , ,3,3,0
2010,Siskiyou County,216,156,117,39, , , ,216,156,117,39, , , ,99,76,23,57,41,16, , , ,20,8,3,5,4,7,3,0,3,1,33,14,19
2010,Solano County,1397,984,510,474,6,4,2,1397,984,510,474,6,4,2,394,107,287,584,399,185, , , ,122,49,19,34,20,74,45,9,18,2,217,168,49
2010,Sonoma County,1628,1201,842,359,48,24,24,1628,1201,842,359,48,24,24,655,469,186,498,349,149, , , ,107,50,17,38,2,53,32,9,11,1,267,98,169
2010,Stanislaus County,1512,1133,812,321,24,11,13,1512,1133,812,321,24,11,13,557,402,155,552,399,153, , , ,120,43,14,34,29,40,28,1,9,2,219,171,48
2010,Sutter County,301,226,172,54, , , ,301,226,172,54, , , ,137,108,29,89,64,25, , , ,32,11,10,9,2, , , , , ,43,36,7
2010,Tehama County,242,169,117,52, , , ,242,169,117,52, , , ,112,80,32,57,37,20, , , ,24,8,7,7,2, , , , , ,49,39,10
2010,Trinity County,59,31,15,16, , , ,59,31,15,16, , , ,31,15,16, , , , , , ,8,3,1,3,1, , , , , ,20,7,13
2010,Tulare County,1777,1165,849,316,6,5,1,1777,1165,849,316,6,5,1,662,481,181,497,363,134, , , ,189,65,55,42,27,72,42,6,13,11,351,249,102
2010,Tuolumne County,199,145,77,68, , , ,199,145,77,68, , , ,128,65,63,17,12,5, , , ,20,7,3,6,4,7,4,1,2,0,27,15,12
2010,Ventura County,2778,2028,1295,733,40,29,11,2778,2028,1295,733,40,29,11,1205,739,466,783,527,256, , , ,235,89,50,50,46,87,54,12,13,8,428,331,97
2010,Yolo County,840,593,327,266,78,46,32,840,593,327,266,78,46,32,236,83,153,279,198,81, , , ,89,32,27,18,12,30,21,4,5,0,128,43,85
2010,Yuba County,326,205,157,48, , , ,326,205,157,48, , , ,168,130,38,37,27,10, , , ,17,11,2,4,0, , , , , ,104,35,69
2011,Alameda County,5398,4328,2793,1535,211,132,79,5398,4328,2793,1535,211,132,79,1599,950,649,2518,1711,807, , , ,351,148,60,112,31,161,100,18,43,0,558,188,370
2011,Alpine County,21,18,15,3, , , ,21,18,15,3, , , ,18,15,3, , , , , , ,3,1,0,2,0, , , , , ,0,0,0
2011,Amador County,156,117,69,48, , , ,156,117,69,48, , , ,95,49,46,22,20,2, , , ,24,8,7,7,2, , , , , ,15,11,4
2011,Butte County,784,554,281,273,28,16,12,784,554,281,273,28,16,12,282,108,174,244,157,87, , , ,84,25,19,28,12, , , , , ,146,60,86
2011,Calaveras County,124,99,57,42, , , ,124,99,57,42, , , ,92,51,41,7,6,1, , , ,12,6,1,4,1, , , , , ,13,10,3
2011,Colusa County,115,88,53,35, , , ,115,88,53,35, , , ,65,34,31,23,19,4, , , ,10,3,3,3,1, , , , , ,17,10,7
2011,Contra Costa County,3023,2503,1785,718,298,214,84,2757,2237,1593,644,32,22,10,920,618,302,1285,953,332, , , ,137,77,17,32,11,94,55,10,15,14,289,112,177
2011,Del Norte County,121,68,39,29, , , ,121,68,39,29, , , ,55,27,28,13,12,1, , , ,10,3,3,4,0, , , , , ,43,11,32
2011,El Dorado County,597,415,215,200, , , ,597,415,215,200, , , ,333,159,174,82,56,26, , , ,53,19,13,19,2,19,13,1,4,1,110,86,24
2011,Fresno County,3362,2583,2032,551,280,247,33,3362,2583,2032,551,280,247,33,942,734,208,1361,1051,310, , , ,216,103,47,56,10,82,48,9,17,8,481,357,124
2011,Glenn County,102,74,37,37, , , ,102,74,37,37, , , ,52,18,34,22,19,3, , , ,6,3,0,3,0, , , , , ,22,9,13
2011,Humboldt County,548,379,277,102,18,11,7,548,379,277,102,18,11,7,212,166,46,149,100,49, , , ,48,12,8,24,4,25,14,3,7,1,96,42,54
2011,Imperial County,639,466,321,145, , , ,639,466,321,145, , , ,265,177,88,201,144,57, , , ,57,19,12,19,7,24,14,4,6,0,92,47,45
2011,Inyo County,114,70,46,24, , , ,114,70,46,24, , , ,53,34,19,17,12,5, , , ,13,4,3,4,2, , , , , ,31,11,20
2011,Kern County,2689,1903,1378,525,15,11,4,2689,1903,1378,525,15,11,4,1118,838,280,770,529,241, , , ,181,86,38,45,12,84,52,12,18,2,521,236,285
2011,Kings County,523,366,184,182, , , ,523,366,184,182, , , ,206,69,137,160,115,45, , , ,48,17,11,15,5, , , , , ,109,48,61
2011,Lake County,253,178,80,98, , , ,253,178,80,98, , , ,139,51,88,39,29,10, , , ,33,15,7,10,1, , , , , ,42,33,9
2011,Lassen County,128,79,61,18, , , ,128,79,61,18, , , ,62,45,17,17,16,1, , , ,11,4,1,4,2,5,3,0,2,0,33,13,20
2011,Los Angeles County,45190,36452,23727,12725,310,187,123,45190,36452,23727,12725,310,187,123,16768,9197,7571,19374,14343,5031, , , ,2039,969,268,516,286,1081,730,80,153,118,5618,4258,1360
2011,Madera County,326,202,142,60, , , ,326,202,142,60, , , ,99,69,30,103,73,30, , , ,34,17,7,9,1, , , , , ,90,38,52
