YEAR,COUNTY,ST_TOTAL,ST_LE_TOTAL,ST_LE_SWORN,ST_LE_NONSWORN,ST_OTH_FUNDED_TOTAL,ST_OTH_FUNDED_SWORN,ST_OTH_FUNDED_NONSWORN,CNTY_TOTAL,CNTY_LE_TOTAL,CNTY_LE_SWORN,CNTY_LE_NONSWORN,CNTY_OTH_FUNDED_TOTAL,CNTY_OTH_FUNDED_SWORN,CNTY_OTH_FUNDED_NONSWORN,SO_FUNDED_TOTAL,SO_FUNDED_SWORN,SO_FUNDED_NONSWORN,PD_FUNDED_TOTAL,PD_FUNDED_SWORN,PD_FUNDED_NONSWORN,CHP_FUNDED_TOTAL,CHP_FUNDED_SWORN,CHP_FUNDED_NONSWORN,Prosecution,DA_Attorneys,DA_Investigators,DA_Clerical,DA_Other,PublicDefense,PD_Attorneys,PD_Investigators,PD_Clerical,PD_Other,ProbationDept,ProbationOfficers,PROB_Other
2017,Glenn County,100,75,37,38, , , ,100,75,37,38, , , ,62,27,35,13,10,3, , , ,8,4,0,4,0,0,0,0,0,0,17,14,3
2017,Humboldt County,579,403,290,113,20,12,8,579,403,290,113,20,12,8,242,181,61,141,97,44, , , ,54,18,9,18,9,25,14,3,8,0,97,72,25
2017,Imperial County,652,453,312,141, , , ,652,453,312,141, , , ,281,189,92,172,123,49, , , ,75,22,19,16,18,25,15,3,7,0,99,78,21
2017,Inyo County,112,80,48,32, , , ,112,80,48,32, , , ,63,36,27,17,12,5, , , ,10,4,2,3,1,0,0,0,0,0,22,16,6
2017,Kern County,2819,1972,1382,590,22,13,9,2819,1972,1382,590,22,13,9,1151,812,339,799,557,242, , , ,214,94,47,53,20,82,57,11,12,2,551,437,114
2017,Kings County,624,448,193,255, , , ,624,448,193,255, , , ,278,73,205,170,120,50, , , ,63,21,14,18,10,0,0,0,0,0,113,90,23
2017,Lake County,233,167,76,91, , , ,233,167,76,91, , , ,131,47,84,36,29,7, , , ,27,14,4,8,1,0,0,0,0,0,39,27,12
2017,Lassen County,152,102,78,24, , , ,152,102,78,24, , , ,85,64,21,17,14,3, , , ,12,6,1,3,2,5,3,0,2,0,33,28,5
2017,Los Angeles County,44115,35442,24003,11439,325,192,133,44115,35442,24003,11439,325,192,133,15721,9413,6308,19396,14398,4998, , , ,2120,997,261,489,373,1040,688,73,157,122,5513,4040,1473
2017,Madera County,368,216,156,60, , , ,368,216,156,60, , , ,114,83,31,102,73,29, , , ,37,17,10,8,2,0,0,0,0,0,115,86,29
2017,Marin County,835,611,432,179,8,6,2,835,611,432,179,8,6,2,291,189,102,312,237,75, , , ,79,31,10,22,16,37,23,4,9,1,108,77,31
2017,Mariposa County,103,75,60,15, , , ,103,75,60,15, , , ,75,60,15, , , , , , ,12,4,1,3,4,0,0,0,0,0,16,12,4
2017,Mendocino County,416,275,185,90, , , ,416,275,185,90, , , ,189,128,61,86,57,29, , , ,52,19,6,17,10,21,12,3,6,0,68,55,13
2017,Merced County,777,534,307,227,25,14,11,777,534,307,227,25,14,11,242,106,136,267,187,80, , , ,79,26,19,21,13,19,15,0,4,0,145,119,26
2017,Modoc County,45,36,27,9, , , ,45,36,27,9, , , ,29,20,9,7,7,0, , , ,4,2,0,2,0,0,0,0,0,0,5,4,1
2017,Mono County,71,53,32,21, , , ,71,53,32,21, , , ,40,22,18,13,10,3, , , ,8,4,2,2,0,0,0,0,0,0,10,7,3
2017,Monterey County,1457,979,682,297,31,19,12,1457,979,682,297,31,19,12,446,296,150,502,367,135, , , ,151,59,36,45,11,56,36,7,10,3,271,195,76
2017,Napa County,613,412,311,101,126,115,11,613,412,311,101,126,115,11,133,101,32,153,95,58, , , ,58,22,12,14,10,23,14,3,5,1,120,92,28
2017,Nevada County,329,232,120,112, , , ,329,232,120,112, , , ,156,62,94,76,58,18, , , ,27,10,4,10,3,11,7,0,4,0,59,44,15
2017,Orange County,9930,7649,4440,3209,113,77,36,9930,7649,4440,3209,113,77,36,3755,1843,1912,3781,2520,1261, , , ,760,320,177,105,158,387,206,88,55,38,1134,772,362
2017,Placer County,1119,860,465,395, , , ,1119,860,465,395, , , ,538,250,288,322,215,107, , , ,114,43,21,34,16,0,0,0,0,0,145,119,26
2017,Plumas County,87,66,34,32, , , ,87,66,34,32, , , ,66,34,32, , , , , , ,7,3,1,2,1,0,0,0,0,0,14,7,7
2017,Riverside County,7030,5127,2868,2259,73,54,19,7030,5127,2868,2259,73,54,19,3643,1831,1812,1411,983,428, , , ,698,246,114,219,119,232,132,32,47,21,973,729,244
2017,Sacramento County,16041,14853,10301,4552,727,650,77,4648,3460,2298,1162,71,48,23,1955,1279,676,1434,971,463,10737,7401,3336,422,173,44,73,132,143,100,23,17,3,623,519,104
2017,San Benito County,139,93,56,37, , , ,139,93,56,37, , , ,56,25,31,37,31,6, , , ,11,5,2,4,0,0,0,0,0,0,35,23,12
2017,San Bernardino County,7522,5551,3276,2275,309,150,159,7522,5551,3276,2275,309,150,159,3509,1957,1552,1733,1169,564, , , ,440,178,64,128,70,232,129,37,57,9,1299,926,373
2017,San Diego County,10851,8300,5573,2727,313,208,105,10851,8300,5573,2727,313,208,105,4290,2601,1689,3697,2764,933, , , ,928,331,235,123,239,381,235,51,59,36,1242,971,271
2017,San Francisco County,5101,4181,3271,910,192,77,115,5101,4181,3271,910,192,77,115,1054,862,192,2935,2332,603, , , ,293,141,36,5,111,184,93,20,43,28,443,154,289
2017,San Joaquin County,2329,1766,1015,751,43,31,12,2329,1766,1015,751,43,31,12,724,299,425,999,685,314, , , ,204,79,44,61,20,79,49,13,13,4,280,207,73
2017,San Luis Obispo County,1109,859,648,211,213,178,35,1109,859,648,211,213,178,35,375,270,105,271,200,71, , , ,98,34,13,23,28,0,0,0,0,0,152,116,36
2017,San Mateo County,2219,1679,1060,619, , , ,2219,1679,1060,619, , , ,710,341,369,969,719,250, , , ,125,54,13,33,25,0,0,0,0,0,415,308,107
2017,Santa Barbara County,1669,1147,809,338,67,43,24,1669,1147,809,338,67,43,24,626,458,168,454,308,146, , , ,128,50,16,40,22,70,37,7,19,7,324,227,97
2017,Santa Clara County,6128,4352,3082,1270,121,56,65,6128,4352,3082,1270,121,56,65,1684,1264,420,2547,1762,785, , , ,587,190,86,134,177,260,127,35,48,50,929,364,565
2017,Santa Cruz County,846,621,364,257,31,20,11,846,621,364,257,31,20,11,326,141,185,264,203,61, , , ,99,38,14,25,22,0,0,0,0,0,126,100,26
2017,Shasta County,551,370,272,98,26,20,6,551,370,272,98,26,20,6,184,129,55,160,123,37, , , ,67,24,11,26,6,0,0,0,0,0,114,85,29
2017,Sierra County,19,13,8,5, , , ,19,13,8,5, , , ,13,8,5, , , , , , ,2,1,0,1,0,0,0,0,0,0,4,3,1
2017,Siskiyou County,222,153,115,38, , , ,222,153,115,38, , , ,98,75,23,55,40,15, , , ,22,8,3,6,5,8,5,0,3,0,39,30,9
2017,Solano County,1568,1127,532,595, , , ,1568,1127,532,595, , , ,534,124,410,593,408,185, , , ,133,54,12,35,32,93,57,10,22,4,215,174,41
2017,Sonoma County,1625,1156,598,558,42,25,17,1625,1156,598,558,42,25,17,614,229,385,500,344,156, , , ,128,51,14,48,15,51,31,8,11,1,290,227,63
2017,Stanislaus County,1664,1207,867,340,20,12,8,1664,1207,867,340,20,12,8,652,484,168,535,371,164, , , ,127,45,16,31,35,43,28,4,10,1,287,227,60
2017,Sutter County,281,216,161,55, , , ,281,216,161,55, , , ,131,106,25,85,55,30, , , ,23,10,5,4,4,0,0,0,0,0,42,36,6
2017,Tehama County,260,178,120,58, , , ,260,178,120,58, , , ,118,84,34,60,36,24, , , ,23,7,7,8,1,0,0,0,0,0,59,47,12
2017,Trinity County,74,47,35,12, , , ,74,47,35,12, , , ,47,35,12, , , , , , ,11,4,1,3,3,0,0,0,0,0,16,13,3
2017,Tulare County,1949,1263,910,353,7,6,1,1949,1263,910,353,7,6,1,747,547,200,509,357,152, , , ,188,65,56,37,30,88,46,11,14,17,410,301,109
2017,Tuolumne County,223,149,73,76, , , ,223,149,73,76, , , ,133,64,69,16,9,7, , , ,22,7,2,7,6,7,4,1,2,0,45,32,13
2017,Ventura County,2819,2061,1339,722,43,28,15,2819,2061,1339,722,43,28,15,1247,767,480,771,544,227, , , ,263,97,54,50,62,107,59,17,15,16,388,296,92
2017,Yolo County,844,602,336,266,70,45,25,844,602,336,266,70,45,25,257,87,170,275,204,71, , , ,100,37,14,30,19,36,23,5,6,2,106,79,27
2017,Yuba County,303,190,143,47, , , ,303,190,143,47, , , ,156,117,39,34,26,8, , , ,15,9,2,4,0,0,0,0,0,0,98,63,35
2018,Alameda County,5481,4356,2847,1509,225,126,99,5481,4356,2847,1509,225,126,99,1537,939,598,2594,1782,812, , , ,415,153,68,92,102,178,107,20,33,18,532,387,145
2018,Alpine County,18,15,12,3, , , ,18,15,12,3, , , ,15,12,3, , , , , , ,1,0,0,1,0,0,0,0,0,0,2,1,1
2018,Amador County,151,111,66,45, , , ,151,111,66,45, , , ,90,46,44,21,20,1, , , ,23,8,8,5,2,0,0,0,0,0,17,13,4
2018,Butte County,776,516,256,260,25,15,10,776,516,256,260,25,15,10,263,98,165,228,143,85, , , ,93,30,23,28,12,0,0,0,0,0,167,78,89
2018,Calaveras County,138,104,52,52, , , ,138,104,52,52, , , ,99,48,51,5,4,1, , , ,15,7,1,5,2,0,0,0,0,0,19,12,7
2018,Colusa County,109,80,59,21, , , ,109,80,59,21, , , ,58,40,18,22,19,3, , , ,12,4,3,3,2,0,0,0,0,0,17,9,8
2018,Contra Costa County,3334,2620,1846,774,369,250,119,2997,2283,1617,666,32,21,11,961,647,314,1290,949,341, , , ,210,98,31,49,32,138,86,13,14,25,366,306,60
2018,Del Norte County,103,65,34,31, , , ,103,65,34,31, , , ,53,23,30,12,11,1, , , ,9,4,1,4,0,0,0,0,0,0,29,21,8
2018,El Dorado County,622,422,201,221, , , ,622,422,201,221, , , ,341,150,191,81,51,30, , , ,56,23,15,5,13,22,14,4,4,0,122,94,28
2018,Fresno County,3956,2995,1854,1141,319,284,35,3956,2995,1854,1141,319,284,35,1152,430,722,1524,1140,384, , , ,253,112,57,68,16,123,72,17,22,12,585,440,145
2018,Glenn County,102,80,43,37, , , ,102,80,43,37, , , ,68,33,35,12,10,2, , , ,7,3,0,4,0,0,0,0,0,0,15,12,3
2018,Humboldt County,572,398,296,102,20,12,8,572,398,296,102,20,12,8,240,186,54,138,98,40, , , ,54,18,8,18,10,30,15,5,9,1,90,70,20
2018,Imperial County,660,454,311,143, , , ,660,454,311,143, , , ,275,187,88,179,124,55, , , ,78,19,17,15,27,27,17,3,7,0,101,84,17
2018,Inyo County,129,97,48,49, , , ,129,97,48,49, , , ,77,36,41,20,12,8, , , ,11,4,2,3,2,0,0,0,0,0,21,16,5
2018,Kern County,2838,2021,1431,590,52,41,11,2838,2021,1431,590,52,41,11,1163,806,357,806,584,222, , , ,211,93,44,65,9,82,53,11,17,1,524,421,103
2018,Kings County,627,454,205,249, , , ,627,454,205,249, , , ,286,83,203,168,122,46, , , ,63,21,16,18,8,0,0,0,0,0,110,89,21
2018,Lake County,174,111,79,32, , , ,174,111,79,32, , , ,68,49,19,43,30,13, , , ,26,14,5,6,1,0,0,0,0,0,37,28,9
2018,Lassen County,150,99,70,29, , , ,150,99,70,29, , , ,84,57,27,15,13,2, , , ,14,6,1,3,4,6,4,0,2,0,31,23,8
2018,Los Angeles County,44335,35751,24090,11661,448,298,150,44335,35751,24090,11661,448,298,150,15754,9426,6328,19549,14366,5183, , , ,2097,982,253,490,372,1020,678,76,148,118,5467,3781,1686
2018,Madera County,394,237,167,70, , , ,394,237,167,70, , , ,116,85,31,121,82,39, , , ,41,19,10,9,3,0,0,0,0,0,116,86,30
2018,Marin County,835,615,443,172,8,6,2,835,615,443,172,8,6,2,291,196,95,316,241,75, , , ,78,29,12,29,8,37,24,4,7,2,105,74,31
2018,Mariposa County,103,74,60,14, , , ,103,74,60,14, , , ,74,60,14, , , , , , ,12,4,1,4,3,0,0,0,0,0,17,13,4
2018,Mendocino County,413,276,184,92, , , ,413,276,184,92, , , ,197,135,62,79,49,30, , , ,52,19,6,17,10,21,12,2,7,0,64,49,15
2018,Merced County,796,552,320,232,26,15,11,796,552,320,232,26,15,11,249,117,132,277,188,89, , , ,85,29,21,22,13,22,17,0,3,2,137,111,26
2018,Modoc County,47,37,27,10, , , ,47,37,27,10, , , ,28,19,9,9,8,1, , , ,5,2,0,2,1,0,0,0,0,0,5,4,1
2018,Mono County,76,57,34,23, , , ,76,57,34,23, , , ,41,21,20,16,13,3, , , ,9,4,2,3,0,0,0,0,0,0,10,9,1
2018,Monterey County,1427,947,696,251,25,15,10,1427,947,696,251,25,15,10,426,304,122,496,377,119, , , ,151,59,36,45,11,63,40,7,11,5,266,193,73
2018,Napa County,611,412,308,104,129,118,11,611,412,308,104,129,118,11,135,99,36,148,91,57, , , ,59,22,13,14,10,23,14,3,5,1,117,95,22
2018,Nevada County,317,228,122,106, , , ,317,228,122,106, , , ,151,62,89,77,60,17, , , ,27,10,4,10,3,12,8,0,3,1,50,37,13
2018,Orange County,9957,7621,4475,3146,111,76,35,9957,7621,4475,3146,111,76,35,3735,1880,1855,3775,2519,1256, , , ,808,283,179,117,229,399,212,89,54,44,1129,747,382
2018,Placer County,1129,864,478,386, , , ,1129,864,478,386, , , ,543,260,283,321,218,103, , , ,118,44,21,47,6,0,0,0,0,0,147,119,28
2018,Plumas County,84,62,33,29, , , ,84,62,33,29, , , ,62,33,29, , , , , , ,9,3,2,3,1,0,0,0,0,0,13,6,7
2018,Riverside County,6837,5042,2846,2196,68,54,14,6837,5042,2846,2196,68,54,14,3530,1795,1735,1444,997,447, , , ,670,243,157,150,120,220,126,29,44,21,905,666,239
2018,Sacramento County,15789,14571,10182,4389,689,617,72,4643,3425,2324,1101,72,45,27,1898,1302,596,1455,977,478,10529,7286,3243,424,173,44,76,131,148,102,23,20,3,646,544,102
2018,San Benito County,138,94,56,38, , , ,138,94,56,38, , , ,54,24,30,40,32,8, , , ,11,5,2,4,0,0,0,0,0,0,33,26,7
2018,San Bernardino County,7474,5519,3382,2137,359,188,171,7474,5519,3382,2137,359,188,171,3407,2018,1389,1753,1176,577, , , ,510,215,57,129,109,230,126,38,52,14,1215,415,800
2018,San Diego County,10776,8366,5524,2842,320,209,111,10776,8366,5524,2842,320,209,111,4283,2572,1711,3763,2743,1020, , , ,922,319,133,223,247,380,233,53,65,29,1108,762,346
2018,San Francisco County,5013,4157,3238,919,199,72,127,5013,4157,3238,919,199,72,127,1045,860,185,2913,2306,607, , , ,299,139,40,4,116,194,102,21,43,28,363,156,207
2018,San Joaquin County,2422,1828,1061,767,43,34,9,2422,1828,1061,767,43,34,9,740,302,438,1045,725,320, , , ,232,85,39,20,88,84,49,17,13,5,278,214,64
2018,San Luis Obispo County,1163,913,692,221,239,199,40,1163,913,692,221,239,199,40,409,305,104,265,188,77, , , ,94,34,15,27,18,0,0,0,0,0,156,119,37
2018,San Mateo County,2188,1707,1060,647, , , ,2188,1707,1060,647, , , ,734,348,386,973,712,261, , , ,130,57,13,39,21,0,0,0,0,0,351,255,96
2018,Santa Barbara County,1634,1140,812,328,73,47,26,1634,1140,812,328,73,47,26,624,454,170,443,311,132, , , ,127,51,13,42,21,73,39,10,16,8,294,206,88
2018,Santa Clara County,6364,4571,3270,1301,121,55,66,6364,4571,3270,1301,121,55,66,1694,1279,415,2756,1936,820, , , ,598,191,88,137,182,266,128,31,54,53,929,335,594
2018,Santa Cruz County,861,634,360,274,36,19,17,861,634,360,274,36,19,17,328,140,188,270,201,69, , , ,101,38,14,26,23,0,0,0,0,0,126,100,26
2018,Shasta County,555,387,282,105,25,19,6,555,387,282,105,25,19,6,198,138,60,164,125,39, , , ,61,24,10,14,13,0,0,0,0,0,107,82,25
2018,Sierra County,19,13,9,4, , , ,19,13,9,4, , , ,13,9,4, , , , , , ,2,1,0,1,0,0,0,0,0,0,4,3,1
2018,Siskiyou County,222,154,85,69, , , ,222,154,85,69, , , ,99,44,55,55,41,14, , , ,21,7,3,7,4,8,5,0,3,0,39,19,20
2018,Solano County,1536,1117,542,575, , , ,1536,1117,542,575, , , ,507,123,384,610,419,191, , , ,136,57,12,35,32,85,52,9,18,6,198,154,44
2018,Sonoma County,1612,1144,601,543,37,23,14,1612,1144,601,543,37,23,14,608,232,376,499,346,153, , , ,123,48,12,48,15,51,31,8,11,1,294,231,63
2018,Stanislaus County,1676,1220,884,336,19,11,8,1676,1220,884,336,19,11,8,681,508,173,520,365,155, , , ,126,44,16,31,35,44,28,4,10,2,286,222,64
2018,Sutter County,291,220,165,55, , , ,291,220,165,55, , , ,132,107,25,88,58,30, , , ,28,12,6,4,6,0,0,0,0,0,43,36,7
2018,Tehama County,265,175,117,58, , , ,265,175,117,58, , , ,114,79,35,61,38,23, , , ,24,8,7,8,1,0,0,0,0,0,66,58,8
2018,Trinity County,69,42,30,12, , , ,69,42,30,12, , , ,42,30,12, , , , , , ,10,3,1,4,2,0,0,0,0,0,17,14,3
2018,Tulare County,1977,1282,900,382,7,6,1,1977,1282,900,382,7,6,1,761,536,225,514,358,156, , , ,195,62,46,43,44,89,46,11,14,18,411,304,107
2018,Tuolumne County,223,148,72,76, , , ,223,148,72,76, , , ,131,62,69,17,10,7, , , ,23,8,2,6,7,7,4,1,2,0,45,32,13
2018,Ventura County,2825,2041,1321,720,44,28,16,2825,2041,1321,720,44,28,16,1232,760,472,765,533,232, , , ,279,102,62,47,68,101,56,15,15,15,404,313,91
2018,Yolo County,856,600,331,269,65,43,22,856,600,331,269,65,43,22,259,84,175,276,204,72, , , ,104,39,22,23,20,39,23,5,6,5,113,84,29
2018,Yuba County,300,189,144,45, , , ,300,189,144,45, , , ,155,118,37,34,26,8, , , ,14,9,2,3,0,0,0,0,0,0,97,64,33
2019,Alameda County,5433,4321,2865,1456,209,120,89,5433,4321,2865,1456,209,120,89,1496,950,546,2616,1795,821, , , ,403,153,67,78,105,181,107,19,31,24,528,188,340
2019,Alpine County,21,16,13,3, , , ,21,16,13,3, , , ,16,13,3, , , , , , ,3,1,0,2,0, , , , , ,2,1,1
2019,Amador County,162,117,71,46, , , ,162,117,71,46, , , ,94,49,45,23,22,1, , , ,26,9,9,6,2, , , , , ,19,15,4
2019,Butte County,739,502,258,244,28,18,10,739,502,258,244,28,18,10,252,101,151,222,139,83, , , ,85,27,23,20,15, , , , , ,152,117,35
2019,Calaveras County,159,121,65,56, , , ,159,121,65,56, , , ,113,58,55,8,7,1, , , ,18,8,3,5,2, , , , , ,20,13,7
2019,Colusa County,113,79,57,22, , , ,113,79,57,22, , , ,59,40,19,20,17,3, , , ,13,4,3,3,3, , , , , ,21,12,9
2019,Contra Costa County,3301,2591,1802,789,359,237,122,2975,2265,1586,679,33,21,12,928,612,316,1304,953,351, , , ,206,98,24,47,37,137,82,12,22,21,367,307,60
2019,Del Norte County,113,64,32,32, , , ,113,64,32,32, , , ,52,21,31,12,11,1, , , ,14,7,2,4,1, , , , , ,35,26,9
2019,El Dorado County,618,428,210,218, , , ,618,428,210,218, , , ,344,154,190,84,56,28, , , ,54,21,18,11,4,22,14,4,3,1,114,86,28
2019,Fresno County,4019,3049,1841,1208,339,292,47,4019,3049,1841,1208,339,292,47,1182,414,768,1528,1135,393, , , ,237,112,57,51,17,138,82,18,23,15,595,444,151
2019,Glenn County,111,86,44,42, , , ,111,86,44,42, , , ,73,33,40,13,11,2, , , ,8,3,1,4,0, , , , , ,17,13,4
2019,Humboldt County,593,413,302,111,20,12,8,593,413,302,111,20,12,8,245,187,58,148,103,45, , , ,58,18,10,18,12,30,15,5,9,1,92,71,21
2019,Imperial County,634,446,306,140, , , ,634,446,306,140, , , ,272,187,85,174,119,55, , , ,63,17,23,15,8,25,17,2,6,0,100,85,15
2019,Inyo County,130,97,50,47, , , ,130,97,50,47, , , ,78,38,40,19,12,7, , , ,12,4,2,3,3, , , , , ,21,17,4
2019,Kern County,2879,2048,1388,660,57,43,14,2879,2048,1388,660,57,43,14,1155,779,376,836,566,270, , , ,230,102,48,71,9,77,49,10,17,1,524,421,103
2019,Kings County,644,467,212,255, , , ,644,467,212,255, , , ,289,85,204,178,127,51, , , ,63,21,16,18,8, , , , , ,114,92,22
2019,Lake County,233,171,125,46, , , ,233,171,125,46, , , ,122,91,31,49,34,15, , , ,23,10,5,7,1, , , , , ,39,30,9
2019,Lassen County,140,99,74,25, , , ,140,99,74,25, , , ,80,58,22,19,16,3, , , ,13,4,1,3,5,5,3,0,2,0,23,15,8
2019,Los Angeles County,44181,35898,24269,11629,459,311,148,44181,35898,24269,11629,459,311,148,15930,9565,6365,19509,14393,5116, , , ,2080,964,249,496,371,1005,713,77,142,73,5198,3780,1418
2019,Madera County,392,240,170,70, , , ,392,240,170,70, , , ,121,86,35,119,84,35, , , ,40,18,9,9,4, , , , , ,112,90,22
2019,Marin County,829,608,436,172,7,5,2,829,608,436,172,7,5,2,298,194,104,303,237,66, , , ,77,30,7,21,19,36,24,4,7,1,108,78,30
2019,Mariposa County,105,78,62,16, , , ,105,78,62,16, , , ,78,62,16, , , , , , ,13,4,1,4,4, , , , , ,14,10,4
2019,Mendocino County,413,282,180,102, , , ,413,282,180,102, , , ,202,131,71,80,49,31, , , ,52,19,6,17,10,26,14,3,7,2,53,43,10
2019,Merced County,801,562,327,235,28,16,12,801,562,327,235,28,16,12,255,122,133,279,189,90, , , ,84,29,20,22,13,20,15,0,3,2,135,109,26
2019,Modoc County,48,38,27,11, , , ,48,38,27,11, , , ,30,20,10,8,7,1, , , ,5,2,0,2,1, , , , , ,5,4,1
2019,Mono County,78,56,32,24, , , ,78,56,32,24, , , ,41,20,21,15,12,3, , , ,10,4,2,4,0, , , , , ,12,10,2
2019,Monterey County,1433,948,686,262,23,14,9,1433,948,686,262,23,14,9,430,295,135,495,377,118, , , ,158,60,38,49,11,56,29,7,12,8,271,198,73
2019,Napa County,622,416,312,104,133,121,12,622,416,312,104,133,121,12,134,100,34,149,91,58, , , ,66,24,15,16,11,23,14,3,5,1,117,95,22
2019,Nevada County,326,238,122,116, , , ,326,238,122,116, , , ,152,59,93,86,63,23, , , ,26,10,4,9,3,12,9,0,3,0,50,38,12
2019,Orange County,10012,7710,4522,3188,155,80,75,10012,7710,4522,3188,155,80,75,3723,1888,1835,3832,2554,1278, , , ,801,210,182,183,226,413,190,76,59,88,1088,736,352
2019,Placer County,1132,866,477,389, , , ,1132,866,477,389, , , ,534,248,286,332,229,103, , , ,119,44,19,37,19, , , , , ,147,119,28
2019,Plumas County,89,66,36,30, , , ,89,66,36,30, , , ,66,36,30, , , , , , ,7,3,1,2,1, , , , , ,16,8,8
2019,Riverside County,6995,5296,2868,2428,67,53,14,6995,5296,2868,2428,67,53,14,3750,1788,1962,1479,1027,452, , , ,662,237,102,147,176,215,123,28,45,19,822,606,216
2019,Sacramento County,15958,14731,10202,4529,695,615,80,4802,3575,2399,1176,68,42,26,1992,1348,644,1515,1009,506,10529,7230,3299,426,173,79,65,109,150,100,21,20,9,651,547,104
2019,San Benito County,151,99,56,43, , , ,151,99,56,43, , , ,59,23,36,40,33,7, , , ,16,6,3,4,3, , , , , ,36,29,7
2019,San Bernardino County,7463,5455,3327,2128,347,183,164,7463,5455,3327,2128,347,183,164,3342,1927,1415,1766,1217,549, , , ,579,229,57,162,131,237,128,40,48,21,1192,893,299
2019,San Diego County,10968,8510,5605,2905,317,212,105,10968,8510,5605,2905,317,212,105,4344,2601,1743,3849,2792,1057, , , ,932,328,125,239,240,418,247,61,69,41,1108,823,285
2019,San Francisco County,4979,4133,3207,926,182,71,111,4979,4133,3207,926,182,71,111,1044,857,187,2907,2279,628, , , ,295,135,39,2,119,196,102,22,45,27,355,232,123
2019,San Joaquin County,2492,1838,1054,784,49,36,13,2492,1838,1054,784,49,36,13,737,293,444,1052,725,327, , , ,271,97,62,58,54,89,50,17,15,7,294,216,78
2019,San Luis Obispo County,1177,916,697,219,215,190,25,1177,916,697,219,215,190,25,418,303,115,283,204,79, , , ,110,38,17,32,23, , , , , ,151,116,35
2019,San Mateo County,2169,1708,1047,661, , , ,2169,1708,1047,661, , , ,746,334,412,962,713,249, , , ,134,59,16,42,17, , , , , ,327,232,95
2019,Santa Barbara County,1716,1209,840,369,76,48,28,1716,1209,840,369,76,48,28,674,477,197,459,315,144, , , ,130,51,15,42,22,82,37,10,19,16,295,211,84
2019,Santa Clara County,6430,4675,3365,1310,121,55,66,6430,4675,3365,1310,121,55,66,1716,1316,400,2838,1994,844, , , ,621,196,90,136,199,272,135,34,49,54,862,641,221
2019,Santa Cruz County,854,639,362,277,38,21,17,854,639,362,277,38,21,17,334,148,186,267,193,74, , , ,104,39,15,26,24, , , , , ,111,65,46
2019,Shasta County,560,391,278,113,25,19,6,560,391,278,113,25,19,6,198,138,60,168,121,47, , , ,69,25,11,15,18, , , , , ,100,75,25
2019,Sierra County,18,12,6,6, , , ,18,12,6,6, , , ,12,6,6, , , , , , ,2,1,0,1,0, , , , , ,4,3,1
2019,Siskiyou County,218,159,120,39, , , ,218,159,120,39, , , ,103,81,22,56,39,17, , , ,18,7,3,4,4,7,5,0,2,0,34,25,9
2019,Solano County,1551,1131,532,599, , , ,1551,1131,532,599, , , ,512,122,390,619,410,209, , , ,140,58,12,34,36,89,54,9,19,7,191,146,45
2019,Sonoma County,1598,1140,603,537,36,20,16,1598,1140,603,537,36,20,16,581,223,358,523,360,163, , , ,124,50,13,37,24,51,28,7,11,5,283,220,63
2019,Stanislaus County,1694,1262,903,359,20,12,8,1694,1262,903,359,20,12,8,706,527,179,536,364,172, , , ,132,45,18,32,37,50,31,4,13,2,250,191,59
2019,Sutter County,287,216,164,52, , , ,287,216,164,52, , , ,128,105,23,88,59,29, , , ,27,10,5,10,2, , , , , ,44,37,7
2019,Tehama County,256,168,111,57, , , ,256,168,111,57, , , ,107,73,34,61,38,23, , , ,19,4,7,7,1, , , , , ,69,57,12
2019,Trinity County,77,50,36,14, , , ,77,50,36,14, , , ,50,36,14, , , , , , ,12,4,1,3,4, , , , , ,15,14,1
2019,Tulare County,2011,1332,939,393,7,6,1,2011,1332,939,393,7,6,1,791,563,228,534,370,164, , , ,187,61,39,41,46,86,45,11,13,17,406,299,107
2019,Tuolumne County,225,148,70,78, , , ,225,148,70,78, , , ,131,60,71,17,10,7, , , ,24,7,2,8,7,7,4,1,2,0,46,33,13
2019,Ventura County,2832,2016,1324,692,41,28,13,2832,2016,1324,692,41,28,13,1231,761,470,744,535,209, , , ,292,105,52,39,96,109,60,17,15,17,415,311,104
2019,Yolo County,868,610,327,283,67,41,26,868,610,327,283,67,41,26,262,84,178,281,202,79, , , ,95,36,13,23,23,41,23,5,6,7,122,89,33
2019,Yuba County,302,198,152,46, , , ,302,198,152,46, , , ,163,126,37,35,26,9, , , ,12,7,2,2,1, , , , , ,92,60,32
